x1,y1,x2,y2,selectivity
'ftgal','JDQ','mojedhy','OQW',0.08956500000000000000
'dxtyl','K','t','LX',0.10388000000000000000
'az','GP','cco','SA',0.05400500000000000000
'icgyxas','F','lrlcqk','ZZ',0.08894500000000000000
'bqmfnph','M','l','MOW',0.05400500000000000000
'odjcjk','E','yzgxgzylct','O',0.19064000000000000000
'kxcudllx','LLM','rzxnuwgme','P',0.06002000000000000000
'p','BG','zgjboheoht','UJ',0.34894500000000000000
'ieunzugyaa','HU','kqsi','RR',0.01557500000000000000
'pnbuc','JG','wqg','WW',0.22665500000000000000
'ewyxxxjg','K','pwlzhl','UDI',0.38824500000000000000
'k','E','qq','V',0.32614000000000000000
'kub','KO','vgtkka','YB',0.43487500000000000000
'dnw','KS','yrm','P',0.24499000000000000000
'med','N','rl','ZC',0.11523000000000000000
'fiuxkbatg','BES','qzbuvhn','GS',0.07564500000000000000
'lad','MUU','z','UJC',0.27790000000000000000
'cmhgu','S','dp','TDW',0.03182500000000000000
'ipmpffiqy','RDZ','ol','ZT',0.06882000000000000000
'bfjggmdwch','F','iqhk','WDS',0.29832000000000000000
'jozndqwvsq','JE','ytbuhalexw','V',0.48052500000000000000
'jf','ES','zheum','Y',0.48052500000000000000
'qtk','CL','yrudkphtek','HX',0.04258500000000000000
'hbftqxln','JY','vyrvt','RXA',0.29188000000000000000
'kze','S','mjhd','Z',0.05079000000000000000
'mgcrmcsls','IBQ','xbdn','W',0.36336000000000000000
'kxdytgy','JOH','pbi','YR',0.19967500000000000000
'ofmmokuwtj','AB','qpyt','F',0.02164500000000000000
'n','D','x','XMG',0.39317000000000000000
'ferl','IW','ynu','LT',0.11856500000000000000
'asrjxpzhj','B','pmlk','LTX',0.22681000000000000000
'iglx','LW','v','S',0.18382500000000000000
'cjftmu','A','jtqnaxqxtd','W',0.24748000000000000000
'mq','NDV','urlirnei','TZI',0.18012500000000000000
'nwcs','BY','oti','NZ',0.01650000000000000000
'asggj','O','vhjty','UO',0.46225500000000000000
'micfjtt','G','whfjgnl','NN',0.14104000000000000000
'evwnzuav','H','qn','NL',0.15488000000000000000
'chsssvwrqx','BK','mmrye','P',0.20487000000000000000
'ojvi','B','vjxt','XCI',0.34929000000000000000
'rdoitkp','I','zxlbdoe','MZ',0.08311000000000000000
'coqtgibm','BMB','hjhowuasw','YNN',0.20498500000000000000
'hpuck','SF','lrzxjijx','X',0.03609500000000000000
'dy','OA','resuup','Q',0.07931500000000000000
'u','NVH','zhrylynh','VCL',0.02219500000000000000
'mj','DNT','wmddrbqr','XKK',0.40402500000000000000
'qo','AE','vrs','X',0.21827000000000000000
'lnn','ME','nsvmdtn','RHD',0.03649000000000000000
'intugaos','G','ktvmdl','OYF',0.00682500000000000000
'ariix','EYR','odcegac','UPU',0.48750000000000000000
'jvkrzbarag','J','zilfjzdefz','WRW',0.48052500000000000000
'qzs','B','tqqpsjxo','WV',0.19605500000000000000
'bn','F','gljkvr','M',0.03952500000000000000
'adaadsugmu','RUF','foj','ZX',0.10207000000000000000
'bdvtdh','GTU','qoy','Q',0.35167500000000000000
'chuo','KFQ','gemp','T',0.13506000000000000000
'gjcvc','FBC','julydj','W',0.06182500000000000000
'qi','BF','ujxchogtcu','J',0.03536000000000000000
'orijzs','BPK','vt','S',0.21058500000000000000
'fouk','RC','lvivajv','ZYR',0.06489500000000000000
'bicj','AIM','w','EJG',0.15308500000000000000
'egoqbrc','M','rcrqi','V',0.31129000000000000000
'mtgufj','MT','olrfqs','S',0.00531500000000000000
'mrfne','EBW','zqiaxnfqwn','Q',0.26861500000000000000
'lnxti','SS','mgpb','YC',0.00729000000000000000
'd','GK','nwwhklrjk','T',0.32398500000000000000
'ltoktvlyxo','DVP','ndts','R',0.07307000000000000000
'mr','QGK','q','UR',0.05115500000000000000
'coymltgk','PI','ftxtcvjie','SWO',0.05978500000000000000
'eru','LQ','taq','OU',0.10678500000000000000
'uzhwqckr','BGZ','xevcokx','T',0.03314500000000000000
'brw','PN','rnvyseqw','Q',0.10658500000000000000
'mmv','F','rphumhymof','MN',0.06868500000000000000
'echyovykah','AAE','lu','QK',0.14968500000000000000
'nuwjqfw','D','qssyv','OFX',0.06494500000000000000
'goln','HG','xt','LHC',0.10440500000000000000
'uabpa','CX','ywfuv','HS',0.00722500000000000000
'hcegmwso','OY','llwhvn','UTG',0.06426000000000000000
'jpoc','IFQ','sqmktdiqzf','VS',0.39832000000000000000
'cll','D','xvn','XJJ',0.81386500000000000000
'hqipfuiac','CS','zy','H',0.10032500000000000000
'iifplcpyh','CU','kcivmlfh','V',0.02103000000000000000
'ezxtr','AH','shwi','SP',0.46103500000000000000
'nsiucrhzgb','AOC','pxjleom','T',0.13102000000000000000
'fwn','D','inez','YKL',0.08598000000000000000
'pxktlh','BVG','tctvufemk','G',0.02969000000000000000
'jmnexvr','AQM','uan','XZG',0.53324000000000000000
'ibduclscly','CP','tpxi','G',0.09117500000000000000
'x','RB','zngulr','SR',0.00202500000000000000
'jrzdwjlwoh','LR','zpebivekz','Z',0.38482000000000000000
'hjwmclims','AE','leyk','LCL',0.03157500000000000000
'g','BOW','rdqhwk','FF',0.07043000000000000000
'hgdzii','J','s','UG',0.34376500000000000000
'bg','E','ofrjh','YLQ',0.56355500000000000000
'nevc','C','zxony','J',0.06423000000000000000
'bynajalhjf','D','mjofezyhox','F',0.07390500000000000000
'cjnamaee','IR','dmk','Y',0.07178000000000000000
'nonm','DF','zw','VOP',0.38214500000000000000
'b','ECM','memlcdgcg','RL',0.33120500000000000000
'hhzqhie','M','q','NF',0.06168000000000000000
'kvpxrk','F','yht','XA',0.47167500000000000000
'jerwfb','HY','xsq','O',0.18818000000000000000
'm','RQJ','p','TSF',0.04757500000000000000
'suqj','R','udgaxsgiut','YJC',0.01476500000000000000
'fpd','O','zpgubf','Y',0.34245000000000000000
'dfrmu','KS','kgdn','VPX',0.14346500000000000000
'ek','DGU','wnvsbavcyv','N',0.35285000000000000000
'jlwwgexaeb','DC','njzejmu','NXL',0.09782000000000000000
'hbuxwl','ILR','yzrx','O',0.20570500000000000000
'aeyexmjtzk','AS','lpai','RL',0.33792000000000000000
'fio','MHW','fykgpioh','XJ',0.02168000000000000000
'f','RJ','ijf','Z',0.03963500000000000000
'buznzm','IEJ','ltfkune','LXX',0.06060000000000000000
'ghojyhm','HYS','vofi','NX',0.20895000000000000000
'ix','DR','znawswjejr','PYQ',0.38387500000000000000
'exefec','OB','uzzrpqmvd','T',0.33660000000000000000
'ituarbwpjl','IVM','mongloj','PI',0.06120500000000000000
'mkpwd','N','yrksnwquz','Q',0.06870000000000000000
'fuivexakv','NLN','ihe','ZE',0.03786000000000000000
'dvxxg','G','gxevabf','TS',0.08089500000000000000
'cioimopiv','EHA','reuesrqn','UDP',0.48710000000000000000
'me','KI','ngwwowlbla','Q',0.04380500000000000000
'dcggz','CZL','p','I',0.06866500000000000000
'ikpnkbf','GIL','tpmkd','Z',0.45205000000000000000
'ewavyyn','AG','huz','U',0.11862000000000000000
'kpuhlfkhbd','AV','wtksnjverz','FH',0.09314500000000000000
'ah','JBV','z','PS',0.49761500000000000000
'cdjczbs','CYX','ymzas','KQ',0.14368500000000000000
'swxbiczli','NE','uhikl','VE',0.02228000000000000000
'ckutfyz','JID','sntmcpiou','QF',0.35660500000000000000
'jg','IR','sio','YF',0.35384500000000000000
'suvrruepll','MK','x','UL',0.03886500000000000000
'kfnpljucez','AT','rhaj','XZ',0.33716000000000000000
'ogr','AFA','om','NN',0.00542000000000000000
'dduwkaszr','BL','vcmkprq','IBV',0.12010000000000000000
'dzdwgr','DUM','gxfkkpilq','SKQ',0.06479000000000000000
'qdoosv','LAK','yayabxocr','RK',0.11889500000000000000
'kwlkgt','DOW','mlpmljypjs','LIA',0.05027000000000000000
'uxycj','H','ypiv','NWP',0.01460500000000000000
'jzhckkfqnb','KG','um','NW',0.17711500000000000000
'fzw','RO','uohdpu','V',0.21080000000000000000
'p','R','sblqyxjrwe','Z',0.05822000000000000000
'mzmz','I','spgzpmbdch','NY',0.09773000000000000000
'myltii','O','wnasuo','T',0.19671000000000000000
'raxvh','PEA','upq','SVR',0.10323500000000000000
'icnlleno','JQ','xglxfbyi','UV',0.48882000000000000000
'idk','K','n','TX',0.16191000000000000000
'geczkxg','F','ybph','STA',0.43264500000000000000
'vkdmctyer','AAI','znirbwqv','IF',0.00529000000000000000
'lgj','H','nbtkioev','QO',0.07075500000000000000
'kynyc','I','zmnyqibypm','YD',0.47167500000000000000
'mjfppauu','EC','oai','RO',0.02189000000000000000
'haf','K','pkniqx','S',0.16185500000000000000
'fqxmiz','AYX','ngmtuqs','ET',0.05064500000000000000
'bfvynplr','OWF','cbulrudl','VX',0.04446000000000000000
'esnv','PYF','ziig','ZRW',0.24018000000000000000
'rffxjhg','GQM','wfiaicdo','PS',0.10276500000000000000
'uqrlkwvlxg','EPB','yagp','VDY',0.02765000000000000000
'gkoe','AL','mt','PIM',0.12401500000000000000
'aqhyikew','MLS','fgjqeactj','RKR',0.04344500000000000000
'jmz','M','memmkvyy','NR',0.02010000000000000000
'fg','I','rcwpharmid','WSE',0.38824500000000000000
'kyurqvc','L','r','WJ',0.26313500000000000000
'wthcles','AQP','zv','F',0.00173000000000000000
'a','PO','nfqrepv','WH',0.30939500000000000000
'b','C','ehzyuxyz','K',0.04007000000000000000
'lnynl','H','rvrtufs','T',0.23690000000000000000
'qwtpkirkj','H','ssfbgjqe','Y',0.12633500000000000000
'aj','Q','faxfq','WVQ',0.09485000000000000000
'usnhcwujdp','LK','xgjdko','XGM',0.02213000000000000000
'luru','I','sihvostw','W',0.28234500000000000000
'pbnd','HU','zk','UMF',0.27200000000000000000
'dl','SBX','eycrr','VI',0.00736500000000000000
'flzhv','B','mfdddvfdye','UT',0.24732000000000000000
'lxln','M','stp','SIT',0.13390000000000000000
'jafj','DK','l','O',0.00546500000000000000
'gtbi','IWR','ipdh','YER',0.02688500000000000000
'bei','E','y','XUC',0.94577000000000000000
'avqkyf','F','urw','ON',0.30636000000000000000
'rdcp','KE','sfa','W',0.07295500000000000000
'lldqfnwpe','BL','qq','UGS',0.24037500000000000000
'qwquvmyid','KS','tysqs','PJP',0.06850500000000000000
'rnxmv','I','rrrlrrf','SN',0.02173500000000000000
'egsqhvyw','BQ','kdetbvvsz','W',0.13965000000000000000
'ponfgyg','B','ujrefl','NZ',0.12028500000000000000
'i','A','ubbdd','UO',0.55427000000000000000
'jpotjen','D','ral','XO',0.32614000000000000000
'ghxn','JD','rubqw','WY',0.37022500000000000000
'canzfyg','BHJ','nzinebb','P',0.23794500000000000000
'scptbi','EQC','vdozzxpyk','LI',0.02155500000000000000
'cjkeowk','E','kgkzuve','VCM',0.24748000000000000000
'brno','SG','sycttbq','WZ',0.26822500000000000000
'ayremjxif','RDQ','hvwpp','Z',0.12369000000000000000
'qaxtnqft','L','tphaxdwom','XE',0.16262000000000000000
'uzl','D','xgt','KYV',0.00549500000000000000
'gir','MI','xxorzyt','YLM',0.32041500000000000000
'gmpxquddp','F','sh','Z',0.40676500000000000000
'pdvutptpp','MAK','qjb','PMG',0.01242000000000000000
'guu','G','pyzsxakht','WM',0.30735000000000000000
'jlfteq','HJ','ofdvvd','S',0.09738500000000000000
'fxqx','E','sjae','VZG',0.52102500000000000000
'chbnzwfv','F','ycbdzfsef','V',0.69569000000000000000
'gpfkrvxdvw','DVL','rsfwupwuc','U',0.43362000000000000000
'lf','DI','thfyc','W',0.44650000000000000000
'cawdrfjm','MPN','ltpiwjlad','YT',0.18321000000000000000
'axn','BG','hqqoxwgx','JFC',0.06168000000000000000
'a','C','qpyvrdmtbr','S',0.49812500000000000000
'gippfeyw','NRY','qw','Z',0.20059500000000000000
'nwhujqfi','BL','spzu','QTE',0.18872000000000000000
'fqro','FW','kvhez','SV',0.09773500000000000000
'rfg','G','vbaotnc','PKM',0.06505500000000000000
'fqlhstose','L','fsol','PHU',0.00365500000000000000
'kp','BF','mmtz','K',0.02509500000000000000
'fyvdemfvu','K','rqy','ZN',0.38829500000000000000
'erqwl','RQ','nfxugdxzzl','TT',0.11201500000000000000
'kasuxlkxxs','B','wlbleyyt','XKS',0.56638500000000000000
'ddpdpgdrp','HEJ','mucuvxp','YAB',0.29674500000000000000
'knzfp','AOB','n','KB',0.02688500000000000000
'bmssbnkuv','BXN','w','P',0.42852000000000000000
'eseryc','HLO','krv','PPF',0.04987000000000000000
'gbb','MC','pamlygon','NNP',0.05429500000000000000
'aszpeecai','AMJ','ru','TD',0.76002000000000000000
'tr','A','vebau','L',0.00192500000000000000
'oyv','N','qhzab','VM',0.04937500000000000000
'qxczumegzj','EWR','wzhlmtil','PX',0.11889500000000000000
'r','M','ycuxvbu','ZU',0.15950000000000000000
'fzwbd','DZV','sdhgbloch','PT',0.33175500000000000000
'bkidwzj','J','i','MIP',0.11135500000000000000
'ffxm','I','rckligopsl','ONO',0.15488000000000000000
'tir','DHA','wakx','ZI',0.03330000000000000000
'hfdlsawp','CA','kcnvzo','I',0.00713000000000000000
'afpuxaa','LZ','ddh','NV',0.03965000000000000000
'wp','RH','ypmelfeu','VU',0.00378500000000000000
'g','C','ujciqgnohg','XKC',0.62941000000000000000
'bemwzou','DO','z','TQO',0.94570000000000000000
'oppifa','D','z','QR',0.24679000000000000000
'exuitjepc','JGG','ije','V',0.09881500000000000000
'gsnydwyuns','SNC','rhievn','TE',0.06356000000000000000
'oeqyccq','OC','rn','VGD',0.07178000000000000000
'm','KHT','slk','U',0.30040000000000000000
'bajuexajky','OCD','tbtnt','UT',0.44007500000000000000
'aso','MO','saw','YTL',0.39723000000000000000
'a','LCT','giew','QAV',0.11598500000000000000
'eiwyjnnl','H','zbglt','VJ',0.59678500000000000000
'ciyah','HM','xrsg','YT',0.67733500000000000000
'kag','JA','mjdliwlp','ZI',0.13540000000000000000
'bvi','J','himhbc','SN',0.15875500000000000000
'cccbw','HXZ','wxgzkpxg','LVO',0.14043000000000000000
'oenkdop','JB','uqw','SHF',0.16802000000000000000
'b','I','in','TX',0.29848000000000000000
'libnh','C','ncjr','J',0.02361000000000000000
'fwmxmi','EIJ','zmzu','QVQ',0.33455000000000000000
'ijpsyhe','GYX','omht','W',0.18912000000000000000
'k','RS','rvbc','WUV',0.12388500000000000000
'j','HQJ','kq','PE',0.00360000000000000000
'ldqxdfwj','A','ogzh','Z',0.15230500000000000000
'nrxhqrhifa','IDR','xe','YYZ',0.30876500000000000000
'kwbgtjdvc','C','sl','FGP',0.07104500000000000000
'pjw','B','xgj','NH',0.14215500000000000000
'axixx','FSH','nedjeimg','V',0.48750000000000000000
'wbm','P','xqtondyhr','XD',0.01109000000000000000
'qpj','GOQ','rzgyu','VJF',0.03641500000000000000
'ehclvqbl','D','kwegjekij','TU',0.15036500000000000000
'pxmdnpvutt','KXC','rp','P',0.01440500000000000000
'nwbhrbrx','ANL','pyn','U',0.13102000000000000000
'epp','J','yuhfojsexh','M',0.11856500000000000000
'cibrsweir','K','soexbzyqe','VJD',0.59527500000000000000
'xrcjv','MAJ','ywnwvdg','UV',0.00743000000000000000
'ousmp','LIZ','xtxko','PB',0.05587000000000000000
'jsccsxspc','O','p','SJG',0.03748500000000000000
'hruhn','L','nb','S',0.10767500000000000000
'hmhuw','F','jdvnngpvx','WKQ',0.03536500000000000000
'g','O','tgzuxkov','Y',0.29817500000000000000
'jc','MWF','yoloks','XN',0.28880500000000000000
'nu','L','yqg','MN',0.12641000000000000000
'd','J','g','MT',0.03273000000000000000
'oad','LEA','r','ZEA',0.08777000000000000000
'koxapgdol','D','ywknsdjvlv','G',0.09487500000000000000
'dnvhtmnb','HT','vnuk','PWM',0.35096500000000000000
'nbo','GH','wjkmvs','ZRT',0.30876500000000000000
'g','FJP','xaczeavy','WY',0.55127000000000000000
'vcqvwehb','GF','zawa','XI',0.03680000000000000000
'jgyks','KG','pqzmqnk','VZW',0.25372000000000000000
'npc','LKG','znztcshwv','TUI',0.25470000000000000000
'kwco','LYL','nrojbxxa','QT',0.06136000000000000000
'bie','GCZ','v','UBU',0.75052500000000000000
'nin','RYR','sxe','VW',0.09833000000000000000
'ksvveck','LXI','tgvzpussdo','TK',0.32614000000000000000
'pihoesgw','L','xgi','M',0.04898000000000000000
'kfeq','QA','q','TY',0.10911000000000000000
'qosnsi','ETP','xnespnuxgl','PGV',0.07957000000000000000
'lgay','DR','nysyyfuba','UAA',0.14151500000000000000
'qasauvwnm','G','syeqmaivbd','N',0.05394000000000000000
'anz','A','jqifp','GH',0.06710500000000000000
'ckzspydrnp','M','rngccwjo','PG',0.09733500000000000000
'velcyi','KW','wy','YS',0.02765000000000000000
'd','N','wefet','S',0.12215000000000000000
'sgwrax','B','utge','FXY',0.02048000000000000000
'eged','RPD','ogdq','ZRJ',0.11201500000000000000
'bbsti','DN','wv','S',0.62904000000000000000
'advht','HPN','mczrathouw','R',0.26406000000000000000
'jjwareqr','I','x','YL',0.47137500000000000000
'gkrxfooy','FGQ','h','S',0.01587500000000000000
'hglchk','RCR','pwv','ZH',0.12353500000000000000
'dh','BF','mqk','K',0.05756500000000000000
'a','SM','wg','U',0.32366000000000000000
'ueqsgele','IMI','wwyffsj','ZPX',0.02765000000000000000
'vk','DVF','wkv','RF',0.01439000000000000000
'jds','Q','xriddvdw','Y',0.18960500000000000000
'hpjjboyx','QH','yjhru','UM',0.20054500000000000000
'dqwv','O','edafllspp','WA',0.00552000000000000000
'efasmlo','AIL','iivbxd','ZTK',0.11862000000000000000
'hnhpgvbukp','AF','jf','FG',0.00713000000000000000
'xohuelkg','LMB','zkauiltw','QQC',0.00364500000000000000
'cfejvtcmpa','BEL','phdbemzj','W',0.55214000000000000000
'uorcqxqur','LC','x','ZF',0.02213000000000000000
'ha','GWR','y','VVE',0.50674000000000000000
'neylaor','HHH','ozcg','R',0.01634000000000000000
'a','QE','hzpvgxcie','X',0.13448500000000000000
'udyatzpp','OBF','vqf','TM',0.00549500000000000000
'oheqkslyb','JNC','zezlnmf','VW',0.31791500000000000000
'f','J','kxdk','V',0.12511000000000000000
'px','JR','rnzflqhvjp','MEY',0.00345000000000000000
'ncldvuo','EM','zjwel','MN',0.12641000000000000000
'blxl','CE','lizsdvyn','Y',0.39895500000000000000
'anorkox','FC','ttiaujvo','SM',0.46487500000000000000
'chgmaafezc','IF','sqbkxisvc','MP',0.24864000000000000000
'fymhtrxhi','DNH','mtrlkejrh','QBB',0.17895000000000000000
'lrqv','A','nitekl','K',0.01824500000000000000
'bjpi','A','ythymin','ESW',0.15657500000000000000
'assuoycjt','A','onqqjg','JTN',0.09964500000000000000
'ihwdukbiaz','O','srgbwds','Q',0.08239500000000000000
'pnecq','KPM','uixcf','P',0.07937500000000000000
'afmeelwph','K','pcgwymbs','VH',0.56064500000000000000
'wm','A','zjmhrbmich','IPW',0.00173000000000000000
'iemk','A','jscnwdgedz','M',0.00699000000000000000
'jlqgq','A','wzf','L',0.09501000000000000000
'dhem','DOZ','hnayrbo','OB',0.06471000000000000000
'opvvw','EZP','ziuaecwhf','TU',0.30885000000000000000
'jqvfpzqg','IWF','tmdsuhls','Q',0.25433500000000000000
'fbx','J','s','LZF',0.08400500000000000000
'aqll','BT','tqofzoadg','TAR',0.92288000000000000000
'btoi','IC','sryfwn','YQ',0.65019000000000000000
'dcosdej','MPM','wukqq','QKW',0.12390000000000000000
'dcpdsd','KNU','w','OHS',0.24143000000000000000
'tsynsucl','G','ushfq','V',0.00912000000000000000
'gjuu','GPQ','qarhpwlli','OBD',0.13321500000000000000
'lhn','JKJ','zcom','N',0.17390500000000000000
'jzkkrqgy','GN','kksznzhm','VK',0.00885000000000000000
'kgztrr','RR','lffspkrroq','VG',0.01807500000000000000
'gn','NE','sojwuze','SO',0.18013000000000000000
'ofqzph','F','pvjofo','QW',0.06549000000000000000
'anjmtrc','EUI','rzgsji','N',0.25939500000000000000
'eilmemwgsv','B','ulydwx','R',0.44778000000000000000
'miw','DR','zsfwquud','ZQI',0.41490500000000000000
'sh','NFP','xdhtkfziit','R',0.02487500000000000000
'nftuzej','ETF','wmi','X',0.30876500000000000000
'nvkwur','P','yb','ZTG',0.18589500000000000000
'qpqfujnxkd','B','wultq','LF',0.08074500000000000000
'fp','KA','gjyzdzaj','S',0.01611500000000000000
'ltaovvbt','BOV','vxoohvklzw','KX',0.07718500000000000000
'nm','CVV','vray','MVT',0.17448500000000000000
'fctchrin','IPF','pujkaimpo','VIW',0.37913000000000000000
'oqxffq','C','vhsu','JGG',0.05513500000000000000
'prvb','OO','qszkr','S',0.00378500000000000000
'cq','QP','ypchbt','VP',0.26555500000000000000
'bqxuruz','DBI','tmpuajsf','HZ',0.13815500000000000000
'lfib','FY','xxrs','U',0.42667000000000000000
'exea','F','hojqohmt','SZB',0.08089500000000000000
'jaoyq','LS','lhfzdvlsb','V',0.03598000000000000000
'h','F','x','RV',0.30271000000000000000
'he','Q','tgbewonsnf','Y',0.18167500000000000000
'jrdxi','GZJ','metyy','YVE',0.10801500000000000000
'ustctgfdpc','DJ','zugap','I',0.00722500000000000000
'bmkmrvfu','DZG','jv','KWQ',0.05232000000000000000
'ajtz','PA','jlcey','XL',0.21209500000000000000
'qgjx','OSL','zzf','T',0.12543000000000000000
'g','BGD','tvd','RAX',0.41861000000000000000
'j','NVB','o','VL',0.09730000000000000000
'jsvg','B','zvvrxq','SK',0.38387500000000000000
'kinr','K','u','MKF',0.17351500000000000000
'a','CS','xqlwoj','UC',0.98912000000000000000
'pvjvbvkax','P','t','WQ',0.08095500000000000000
'mufuvhe','F','rwgt','YM',0.16393500000000000000
'inzj','LZ','xnuozsf','SZF',0.38429500000000000000
'mwmbretjag','IJ','ujifeqdiz','X',0.29926000000000000000
'sdi','ERU','vmhttwjgwn','Z',0.11727500000000000000
'kahqvmqve','B','ogkgyo','I',0.03251000000000000000
'auknuln','M','lhogllbo','XO',0.29641500000000000000
'sypbp','L','tscapfv','YBO',0.02772500000000000000
'b','S','rxbkoea','T',0.25101000000000000000
'akvegztyux','K','jlnunib','SI',0.21048000000000000000
'dzmqfex','D','qgy','QQF',0.30989000000000000000
'hbydoajatk','J','ynzjvo','WI',0.51589000000000000000
'bowzoxdrh','R','taoixkfo','ZCQ',0.27192000000000000000
'mlltcqchh','HOG','mujfzb','MH',0.00365000000000000000
'jlm','GG','zdhypobtt','U',0.48052500000000000000
'hsjanok','O','wgydjmyhvt','W',0.28255500000000000000
'ddcyv','Q','esqr','WT',0.01460500000000000000
'gr','BCC','rngckk','K',0.06696000000000000000
'xwy','ETJ','zajckj','OZC',0.00354000000000000000
'bkbwg','MDH','scwetdt','R',0.25283500000000000000
'axw','A','guedgm','ST',0.28987500000000000000
'pesbyhoeyk','DM','qkmb','KU',0.00906000000000000000
'btz','K','vbrafrxvm','ZD',0.69559500000000000000
'ab','LK','ogmlk','QM',0.20548000000000000000
'raxa','H','we','NAX',0.07224500000000000000
'wpjhndb','G','ztybfpuy','UP',0.00915000000000000000
'xzpuzu','D','zs','R',0.00709500000000000000
'eqngowqz','OUW','lulayx','S',0.03714000000000000000
'e','I','zprk','MJ',0.23799000000000000000
'trrkz','EC','yg','ND',0.02727500000000000000
'lx','KBY','vjarxjqht','NZZ',0.15223500000000000000
'tlmgyyaup','AA','xvw','P',0.02748000000000000000
'hyxrwv','PR','wssvmj','ZY',0.29364500000000000000
'sygtboy','IJM','vhyfhhfknh','V',0.03684500000000000000
'l','AGH','sszobq','MO',0.23405000000000000000
'awoatcqddc','K','g','OVO',0.09766000000000000000
'i','JGC','pslk','Y',0.27116500000000000000
'ltbzgi','J','osymrl','R',0.07116500000000000000
'rohhdc','FVE','yopqdh','OFY',0.07966000000000000000
'idhbfm','G','tkjvvsom','MUS',0.17687000000000000000
'ojyyco','FV','pgkeccrciz','UFR',0.06398000000000000000
'gibszi','FLQ','zcima','WH',0.54235000000000000000
'mjyq','IRC','ngyl','S',0.01634000000000000000
'cjdgkxxma','M','z','V',0.54979000000000000000
'awzxfjuijx','SH','yhxttrz','UV',0.32423500000000000000
'mvpgatxmbq','G','zjx','WQF',0.33606000000000000000
'v','QXX','ydmiejg','WDU',0.01128500000000000000
'ks','M','rnom','YUW',0.21824500000000000000
'aafexug','DXJ','bokbphuto','YN',0.10954500000000000000
'a','JDH','zr','WJ',0.83264500000000000000
'hfpwh','KRU','utqela','X',0.47909000000000000000
'lqrgbdft','LT','ziyex','RMX',0.16302500000000000000
'cklseqnb','BMK','z','MFN',0.41204000000000000000
'vds','DL','xlhwrtndz','JLX',0.00549500000000000000
'rd','BTZ','ygcnrvsaqm','S',0.16684500000000000000
'bjegygpim','NKS','c','UWM',0.03876000000000000000
'idr','FNN','tgoc','QMJ',0.25930000000000000000
'asmhmen','H','qverdms','OO',0.23785500000000000000
'aeoarhcbaa','E','pgpplmn','QVL',0.46167000000000000000
'fgzqntwxm','DKA','lixpnzfbpf','JY',0.03765500000000000000
'tp','BRZ','zmen','WLR',0.05507000000000000000
'fkaez','F','mtn','NA',0.10063500000000000000
'bubzcuy','M','cewenmmj','Y',0.01483500000000000000
'i','M','zidvd','XZ',0.39886000000000000000
'k','RFT','vl','VEQ',0.18202000000000000000
'bupifqswdc','IFV','jdrluz','QFI',0.15078000000000000000
'vknjnx','AM','yfts','R',0.02148500000000000000
'gv','LE','n','ZW',0.14425500000000000000
'hv','AW','kbf','R',0.01387500000000000000
'kmh','L','pulnexqkrc','YR',0.25402000000000000000
'ee','I','s','U',0.42466000000000000000
'hgg','LD','q','PUN',0.12290000000000000000
'h','HA','ojsuy','W',0.19797500000000000000
'gac','LS','kfkoooy','Z',0.06421000000000000000
'kvkwtwq','BR','quegx','UO',0.31542500000000000000
'etdbst','LL','gmkr','T',0.04379000000000000000
'lga','K','zerw','M',0.08698000000000000000
'tqmftg','IDK','xedw','XR',0.03677000000000000000
'mhzimypb','BS','z','P',0.22339000000000000000
'hwca','HEY','yupjb','OZ',0.19871500000000000000
'qnm','PP','yeqny','V',0.12543000000000000000
'rbirdjzzn','NPZ','yrphqhviya','Q',0.04115000000000000000
'ktpilu','BK','rrwvkhm','EMO',0.05960000000000000000
'nsvpbag','SHY','xhzhtrkhiv','XWY',0.12438000000000000000
'mgucrzdzka','DWZ','rnwuqh','GGX',0.03437000000000000000
'mtg','F','tadxjgmrel','R',0.15681500000000000000
'c','G','tlgjbvvb','Y',0.65878500000000000000
's','EAX','xazafym','P',0.09871000000000000000
'odfkbi','C','z','OLC',0.19064000000000000000
'bsymdqzjyi','CF','osu','ISP',0.08854500000000000000
'chofoguc','ARV','on','U',0.45353500000000000000
'c','A','mryqypg','IA',0.07569500000000000000
'rndfncunx','KK','xen','VK',0.19023500000000000000
'fib','MKF','kvkdpiojpe','U',0.07524000000000000000
'hvvpvr','G','uwskhjlpeh','M',0.09187000000000000000
'namddro','S','sbotjmbru','YI',0.07678000000000000000
'itcun','BDF','xt','FQR',0.09672000000000000000
'gewkiqmx','HV','yeixuz','MO',0.21627500000000000000
'edytjoe','LNN','wshk','U',0.47079000000000000000
'u','D','wexmgfcsj','I',0.00193500000000000000
'cgu','E','xtwc','TUL',0.84684000000000000000
'ctjkei','RYV','kyeksdh','ZH',0.07214500000000000000
'hnjinrxeiy','LQ','rcmxxyxm','YL',0.24643500000000000000
'g','A','pxdkeh','HT',0.07043000000000000000
'bujkysnkd','OCO','v','RI',0.13876000000000000000
'djfjx','CJ','w','M',0.23517500000000000000
'sdtpr','DUW','whfeip','KEF',0.02610500000000000000
'ptdcztmk','FUK','vmms','RCA',0.11919500000000000000
'vlhdnijqu','RR','wjirkd','Y',0.00758500000000000000
'syc','FIO','vzb','MY',0.01830500000000000000
'obgccsye','KE','uk','OHN',0.11180500000000000000
'fgvvpe','RIG','wgocayr','ZPW',0.22881000000000000000
