x1,y1,x2,y2,selectivity
'nmwnxibyfi','AII','phyffm','F',0.01258500000000000000
'dalndpizd','DU','kmkd','HYY',0.03414000000000000000
'd','CP','rcpytis','I',0.08643000000000000000
'auwwjw','DI','dv','WG',0.25050500000000000000
'bfmw','NG','gk','YW',0.14757000000000000000
'br','C','nzqaw','MRU',0.25403500000000000000
'ihjhunnd','S','nukmstkvo','XBT',0.07238000000000000000
'a','HH','ycggozbkr','UO',0.82349500000000000000
'gydudu','OVA','kltwbf','VPB',0.02663000000000000000
'dj','R','fpfd','Z',0.01820000000000000000
'lhffahmbcu','C','mxg','Z',0.11961000000000000000
'rkxr','IQN','wbozhqancc','YX',0.17182000000000000000
'bavgbxnx','IB','objdzmje','T',0.47853500000000000000
'hdweq','B','pdh','JT',0.04877000000000000000
'kpstcsguz','BKM','rkwinb','VV',0.32644500000000000000
'exfykne','GLI','qjwg','X',0.38824500000000000000
'kbfjdl','LL','nnmaarzuc','XZM',0.13012000000000000000
'h','M','xaxid','P',0.10136000000000000000
'fbp','GLR','qqdfcfvs','TJG',0.38824500000000000000
'fqptyaygh','CYA','ufs','FR',0.10765000000000000000
'aq','E','otahkhm','S',0.41815000000000000000
'ewfrpuzhia','AVT','m','IF',0.03765500000000000000
'kdor','DH','wonsj','UIP',0.56638500000000000000
'gyfqxtbm','EJ','pswvt','V',0.28908500000000000000
'erqrei','EP','p','VA',0.30650000000000000000
'rlxmchi','FB','yyizwjvrto','SIA',0.11896000000000000000
'igix','HKR','vnfzgk','UZG',0.47040500000000000000
'inlbmaw','J','qcnts','Z',0.28046500000000000000
'klh','H','lcjqrscp','VRY',0.02696000000000000000
'ar','I','sauyoowcdx','YLZ',0.66057500000000000000
'k','RL','oexwu','XM',0.06522500000000000000
'dgko','QNL','qf','WA',0.16701000000000000000
'flltjv','BGD','rnuxygtky','ZN',0.46574500000000000000
'mh','FR','tnhxgnta','P',0.12645500000000000000
'blcvnlaz','KLF','fyhf','RH',0.11936000000000000000
'jhzwfxzfe','QXI','uyuseejva','WH',0.17832000000000000000
'duseviddvj','RVQ','xcs','WH',0.23639500000000000000
'cbi','CF','sbcfkwljo','RQB',0.45505000000000000000
'kr','M','zznjggj','RZU',0.18789500000000000000
'mcrjyojgya','LEN','rmbj','P',0.03806000000000000000
'jwcaz','MFG','viuziot','SPG',0.18087500000000000000
'rjm','AYT','unpynogsea','QJY',0.13072500000000000000
'diyccbqt','N','jgrbrzoux','V',0.08091000000000000000
'kspbo','KZQ','ntgbqrdq','X',0.15376000000000000000
'byogpscra','KI','dxxtvras','U',0.11725000000000000000
'fp','B','ucutgauetl','KHC',0.10765000000000000000
'wgrlakof','AD','xidgaan','IM',0.00356000000000000000
'd','L','qohktjvtvw','O',0.17292500000000000000
'iuf','CV','tiq','YXL',0.52130000000000000000
'nnkyyjrl','HJ','tpmfknatot','ORA',0.10828500000000000000
'g','BS','mfv','O',0.11293000000000000000
'agxchffse','AL','aodqrwip','Z',0.02205000000000000000
'dgn','RH','mzjpspnj','YQ',0.11585500000000000000
'j','G','uqbgj','WL',0.44372500000000000000
'ajayjr','CUS','qkmpga','K',0.12477000000000000000
'cfj','LPA','xtjvl','SE',0.28138000000000000000
'brjjxoenrd','HHQ','qt','UN',0.53285500000000000000
'finu','C','zenq','UMK',0.71691500000000000000
'angoirjk','AIH','slh','FF',0.14349500000000000000
'cgawhfful','J','qxpfdlqvwz','NCF',0.20179000000000000000
'cnxf','M','kbpkyp','TQM',0.16497000000000000000
'gb','AB','xifexpc','SMG',0.54202500000000000000
'blwtyuz','I','eras','QN',0.08673000000000000000
'lbr','HT','rcwtr','M',0.04708500000000000000
'gnflpyxufh','LKN','m','XE',0.10695500000000000000
'fcz','IK','xcmxprzwkd','N',0.23445000000000000000
'kooepferkw','JE','lycvgolf','NV',0.02502000000000000000
'oyrkbpqqn','AUG','zvhy','M',0.11645000000000000000
'eomjiuder','O','zi','RV',0.11861500000000000000
'nniajw','C','rsxbf','HT',0.02895500000000000000
'rfahjk','CR','usoldxodl','KJA',0.03349500000000000000
'bkbtcub','MGR','xhgq','XR',0.46228500000000000000
'dsoepobtiz','MP','qs','U',0.23336500000000000000
'qzidihupge','L','tsueuxc','PFX',0.06498500000000000000
'mhqi','GGJ','ohhvpiiuj','TQQ',0.05459500000000000000
'mntmepfpq','F','vckeocgjwa','T',0.30832500000000000000
'hdnjeyr','EIT','uob','PT',0.28634500000000000000
'umfggwgzr','CIH','x','I',0.00549500000000000000
'kxa','JLY','sb','Q',0.19566500000000000000
'ekbxuptcp','F','hjbghn','QB',0.04853000000000000000
'aotljsvepg','POC','flrs','V',0.14194000000000000000
'gs','AB','zcrbksdhb','UVI',0.61976000000000000000
'cfwkpkyy','A','xtanvmkkv','HY',0.14195500000000000000
'jygo','O','ukv','W',0.26661000000000000000
'czyjrz','PE','wexykbqcj','ZPO',0.36916500000000000000
'efkrm','FGS','g','R',0.02205500000000000000
'ghi','D','rxczqktcl','S',0.30247000000000000000
'djtqbzicf','C','osffvgrmf','SQP',0.32404000000000000000
'xstehct','R','ztlaeg','U',0.00378500000000000000
'icooxsl','M','kzjg','OX',0.00544000000000000000
'qlipbtfm','IXH','zhqpboews','Q',0.12426000000000000000
'c','ODM','pb','U',0.26530000000000000000
'farowxy','A','fvawepxhpz','V',0.04348000000000000000
'mjwt','BGO','qbnvneasqg','SZN',0.16378000000000000000
'isguy','M','ouonmsnu','SNU',0.11925000000000000000
'm','JB','ygvkpuuw','LI',0.08155000000000000000
'op','AP','phnp','GX',0.01071500000000000000
'cwybah','F','wlhb','MR',0.25604500000000000000
'cejm','G','uqvumljp','VOS',0.67723500000000000000
'f','D','gclnh','Z',0.05438000000000000000
'ampqahmhc','DDQ','arabk','TLM',0.02146000000000000000
'bzwcrc','M','zxxlysf','ZLS',0.57188500000000000000
'ch','C','ue','T',0.81369500000000000000
'gw','PHS','ta','YIX',0.26571000000000000000
'm','PJF','pvtipyv','RR',0.04032500000000000000
'xphrgc','LFG','yxqawiur','MV',0.00182000000000000000
'ogr','J','xvqkg','SNR',0.24618000000000000000
'kwxys','A','r','YKN',0.31542500000000000000
'nyaqeytja','KIB','tf','NO',0.10108500000000000000
'esflta','BI','qv','FB',0.07754500000000000000
'qcavr','H','trdztkz','VW',0.16262000000000000000
'd','CUP','vzgcf','SI',0.49104500000000000000
'fnaoqdjgv','OH','zryvq','U',0.34785000000000000000
'pxcohiwwzw','DX','ykjmeaufm','Z',0.25112500000000000000
'iaghj','LJ','ovgpcqjp','N',0.04191500000000000000
'shp','C','sikd','P',0.00572000000000000000
'mngdza','QA','oxnctjxl','VUG',0.02216000000000000000
'rkrvrxvuu','DNF','zqpp','W',0.24010500000000000000
'exwmcb','GPK','u','VBG',0.55998500000000000000
'huydfr','I','nb','X',0.18005500000000000000
'qdf','FGL','umjudi','V',0.17174000000000000000
'b','MVX','dvljgv','S',0.03988500000000000000
'maf','O','nogo','QA',0.01813500000000000000
'pyatahpg','P','wbksn','V',0.10873000000000000000
'dlxy','H','phcixttmet','PRU',0.21550500000000000000
'xlj','C','zaqqpr','ZMS',0.01088000000000000000
's','JE','wck','UVP',0.14456000000000000000
'f','A','v','HC',0.11290500000000000000
'ifobhgmppu','C','ollsml','H',0.03796500000000000000
'aulgcaddw','IGK','l','QLE',0.19933000000000000000
'mb','H','x','LS',0.07619000000000000000
'dgsgvk','B','nwgvbzkwu','VQ',0.36740000000000000000
'l','C','npndwl','Y',0.18440500000000000000
'drddghgmp','AY','xeyrpuadk','FG',0.11840000000000000000
'ux','INR','xpgfp','OY',0.01106500000000000000
'bykry','CW','t','GNW',0.12908000000000000000
'lzfgwrevxy','EA','tcbgl','SA',0.27603000000000000000
'rie','A','xpc','S',0.15258500000000000000
'tsq','SRJ','ue','V',0.00194500000000000000
'c','L','lugumi','X',0.30501000000000000000
'euvldaeqx','OAE','iszgc','QB',0.02154000000000000000
'afpkwbmeff','AZS','sc','I',0.13773000000000000000
'fk','IO','i','UF',0.08965000000000000000
'c','QLP','ljfxw','X',0.12241000000000000000
'gqb','KX','unpwygcpsp','QMG',0.29672500000000000000
'efpkhzzyps','AIQ','mdtj','NV',0.12361000000000000000
'gpsrm','B','luiaqrso','LWO',0.04978000000000000000
'g','GYC','ulixe','V',0.52362000000000000000
'o','QGX','vgz','U',0.11309500000000000000
'dydajie','AU','sg','U',0.55362500000000000000
'fohgdkhhpn','QFQ','fvj','XB',0.00709000000000000000
'bkjcsuqxh','LPL','kdgyomucyq','ZZ',0.23848500000000000000
'ddasnhq','G','sifpymnocy','P',0.20214500000000000000
'qqm','CJ','si','M',0.02951000000000000000
'ua','DIE','wdfx','F',0.00193500000000000000
'bevrq','EUO','cio','SUI',0.10084000000000000000
'h','E','kssb','Q',0.03522000000000000000
'lnxmzgoey','DW','xsgy','NB',0.24030500000000000000
'q','J','sfoqjmyt','UYB',0.07295500000000000000
'qsckbareaa','APV','rpsihiekwx','QVF',0.02895000000000000000
'nokgno','D','qaadluj','J',0.02164500000000000000
'y','FL','zgdgzui','QPY',0.00536500000000000000
'sudvwhxxo','BX','vnbv','JSO',0.00931500000000000000
'brezre','EB','fcgjdplcdy','JC',0.02893000000000000000
'amvtvdcvyd','SP','zltfe','ZK',0.16527000000000000000
'abzuleswrs','OT','s','PUI',0.13195500000000000000
'mbtwqhznya','LF','tnwzrbx','PB',0.06689000000000000000
'dbogzelb','JZ','rpja','ZM',0.46068000000000000000
'ijqoiws','AW','vvdi','NF',0.28288500000000000000
'cpojftobx','KG','pgu','SH',0.24288500000000000000
'dsb','E','rvlqjnbb','LQ',0.16886000000000000000
'dhv','KLI','pfvoextcul','ZJO',0.37005500000000000000
'jywcblmr','PZZ','mkzla','YW',0.05435500000000000000
'wtr','FDD','ziq','QL',0.00536500000000000000
'o','FM','qa','MWI',0.04330000000000000000
'joifem','C','tpxoadadvf','GFX',0.08759000000000000000
'ikbrpnqaf','J','yncmmkme','S',0.29742500000000000000
'qjij','CQ','rg','PB',0.00531500000000000000
'gju','EA','nz','I',0.04519000000000000000
'dix','AD','onamndmd','L',0.06134000000000000000
'ffqir','EH','olzhaebvz','TLW',0.28793500000000000000
'amynainb','DTX','sgamljsem','MLW',0.41211000000000000000
'kvagznbo','JK','wgwhyexfjn','V',0.44411000000000000000
'ai','AB','d','MK',0.11405000000000000000
'fheboyev','AH','igsondd','WJB',0.11862000000000000000
'gdqhe','JT','wrhtsajnyf','Z',0.54227500000000000000
'kqswvtzob','IBU','llofnu','W',0.06265000000000000000
'htk','PO','mhqftqg','V',0.07504500000000000000
'nkyemmcy','F','tvvuutdx','OAE',0.11180500000000000000
'vq','E','xgrqfgsd','QOA',0.01439000000000000000
'nxf','CR','xuvmyqeaw','G',0.06250000000000000000
'aalph','OVG','smmibdptl','T',0.43513000000000000000
'mc','EI','ywgzwh','RK',0.23355500000000000000
'gzltu','M','mpilgpn','P',0.03639000000000000000
'ijrjb','M','sccyssgvkl','TJS',0.28281500000000000000
'jnoszterhs','JYQ','uxoqqwhnx','NH',0.17711500000000000000
'g','FE','jtcw','N',0.03158500000000000000
'kezi','JSN','rzsssfmzmn','OUI',0.12301500000000000000
'cwpxe','PK','pwrjnazzuq','T',0.26602500000000000000
'av','FJQ','harmi','LD',0.05763500000000000000
'fzvptzihf','E','xrjs','K',0.11128500000000000000
'crdc','CH','mqdp','YTP',0.38888500000000000000
'mouvl','Q','pddn','UJM',0.02581500000000000000
'tabiaoc','GS','ztlaqp','XJD',0.07364500000000000000
'dzidmyuo','OY','jq','W',0.06999000000000000000
'nz','I','ozmnaqpo','MNX',0.01093000000000000000
'sxo','CS','zzt','JG',0.01460500000000000000
'cldsg','LY','ioatzpte','MP',0.03942000000000000000
'lpva','IO','orqphcfun','SIE',0.07116500000000000000
'aqfflstunk','C','y','FEM',0.16211500000000000000
'gvnm','JKU','veinc','UJH',0.47909000000000000000
'd','JP','id','MAE',0.02860000000000000000
'kf','PE','ls','XU',0.04288000000000000000
'ambbqcs','ICY','asixmzjiow','V',0.01785500000000000000
'lxy','LCR','nuskh','P',0.01835500000000000000
'ngao','LRZ','yllhiouy','T',0.25470000000000000000
'jgov','APP','pnjrlg','PV',0.19487500000000000000
'hlryi','LG','viaybz','PS',0.19106000000000000000
'mljvxk','DD','qyvpnkq','EOW',0.02719500000000000000
'mmeumav','PC','qfwai','VCN',0.08230500000000000000
'gaboo','S','pdbuxnwtns','SYD',0.11625000000000000000
'gyseqkggii','JBG','qb','M',0.06091500000000000000
'agwnlk','AUU','k','OW',0.21064000000000000000
'p','EON','pcawsgar','VIN',0.01828500000000000000
'cravx','P','msvvgtcc','T',0.19458000000000000000
'fqrvd','LAQ','zwxgb','ZZW',0.56941000000000000000
'j','Q','p','Y',0.07651500000000000000
'dbuiimdo','MKK','xe','XO',0.37490000000000000000
'sebdnq','E','snkvoza','ZJC',0.04314000000000000000
'mfvacr','PVU','uolibbdza','TY',0.13485500000000000000
'qqy','BY','sk','PW',0.06595000000000000000
'owkwyfpma','PEJ','wbutxzywb','T',0.15810500000000000000
'c','D','ymxt','P',0.42858500000000000000
'ayhdla','ICG','npwuff','OUC',0.19455500000000000000
'odbkbhpqq','QXK','t','VO',0.09833000000000000000
'g','J','vzpepitaik','Y',0.53285500000000000000
'hh','SLQ','unsyk','VEI',0.19274500000000000000
'fve','IG','obseisqqt','WR',0.24250500000000000000
'biqp','CF','q','LIY',0.23063500000000000000
'kj','RLX','rxdx','YLY',0.12032000000000000000
'agutlqgp','K','z','MQY',0.33174500000000000000
'dwodt','K','vymeaccq','U',0.56922000000000000000
'czuwr','QH','pib','ST',0.07789000000000000000
'akwchyog','H','hofslfar','TA',0.31675500000000000000
'eyntshjtt','N','yywfbyexs','TU',0.35879500000000000000
'cpxwh','ID','gubnadthnj','LU',0.02889500000000000000
'tolglaburx','Q','yh','V',0.02245000000000000000
'bmvu','BUC','bzgcwruiog','RCP',0.02153500000000000000
'ufdzbo','L','wphhzix','SC',0.01636500000000000000
'bqulbjczkp','MD','kycrsa','YC',0.21623000000000000000
'dryjzbhh','QST','nv','ZZT',0.11201500000000000000
'cmjmzfb','QFO','dik','XCB',0.02449000000000000000
'f','MMN','jkijdnnlb','RGF',0.02320000000000000000
'ifloaqydtw','CP','qvlftb','U',0.34717000000000000000
'fibsr','J','wolagjonj','M',0.11684500000000000000
'xsw','JVR','zspnveda','XAY',0.00915000000000000000
'aggntkj','IXJ','rv','RTF',0.39499500000000000000
'lnafjd','L','tlkvgnyrt','Z',0.35377500000000000000
'pei','DJ','wwmlefzm','ONZ',0.15266500000000000000
'efatj','S','jiq','X',0.04679000000000000000
'tcutcblrx','JN','urm','NM',0.01072000000000000000
'mzwqtoeemo','H','on','QTP',0.01619500000000000000
'mtawdzbcwm','C','sr','Z',0.30544500000000000000
'cs','GKK','ndvnygp','MLJ',0.13317500000000000000
'fl','BV','pr','IL',0.07201500000000000000
'k','I','nywtrlj','QXY',0.09738500000000000000
'idpkv','BSL','mxsxqfuq','Y',0.19424500000000000000
'hfqhkye','KZY','tgbppbegj','WUU',0.45162500000000000000
'e','JN','ilwz','N',0.03927500000000000000
'drurtmole','M','wlmq','N',0.11760500000000000000
'pwcimlrob','DD','wpvxjwwywc','PN',0.12042500000000000000
'ju','E','umvuh','TH',0.53324000000000000000
'aqv','F','zj','V',0.80541500000000000000
'p','B','v','JA',0.05143500000000000000
'e','HCI','s','TKN',0.42466000000000000000
'acizjyqi','GX','uslxcdtzwb','PH',0.31714000000000000000
'ees','G','ld','Y',0.15207000000000000000
'qjohii','OXW','shrd','Y',0.04374000000000000000
'tzwfwn','JX','yfqh','LYU',0.00724000000000000000
'aukycnxat','J','mzafbor','Z',0.46935500000000000000
'gh','D','nzcpc','ZHN',0.28039000000000000000
'gktjkhts','CVS','p','S',0.20130000000000000000
'dsrtvsske','DEI','zbvcgpl','KBR',0.12013000000000000000
'rinuggl','L','wcegixpom','RH',0.10276500000000000000
'slpg','L','xtucnbgr','MRW',0.03931500000000000000
'ctvfpem','Q','xcw','XLR',0.25818500000000000000
'azclqovpif','HKD','hvcwiu','UV',0.30744500000000000000
'izst','BL','qsidxy','LV',0.10825000000000000000
'gvmi','II','uvzlacslts','ROU',0.28634500000000000000
'cdnhlj','P','xsvfv','PWC',0.14045000000000000000
'tel','IU','zalbiq','RMT',0.03812500000000000000
'uyluowpwy','MZK','zwdhjhljk','PUP',0.00712500000000000000
'mcxuvlgog','PL','mfqve','TB',0.01074500000000000000
'bjthpbvjm','H','gtf','STE',0.26207500000000000000
'sa','AQ','w','KQ',0.02998500000000000000
'gr','DP','kk','EHR',0.01280500000000000000
'jcfijvrb','L','srjay','XZT',0.39832000000000000000
'a','L','h','WS',0.31675500000000000000
'khvewavyr','Q','wslsjmh','X',0.18604000000000000000
'fatashd','EJ','sbnziqx','M',0.08977000000000000000
'afsotbtceh','C','ffiajfmo','R',0.18823500000000000000
'cdxedcwv','B','eelmtv','OV',0.07046500000000000000
'g','LL','setplhve','XWO',0.34042500000000000000
'qkkvneztus','N','xpfqqpa','YQ',0.11982000000000000000
'miowttur','EJX','profymg','SHC',0.07609500000000000000
'h','OK','jlawmx','UA',0.02138000000000000000
'jsllye','AL','yjpdaxyihs','R',0.38387500000000000000
'jfuqej','KG','tfyynr','XW',0.41626000000000000000
'mkhjak','D','xiterhlqlc','KJH',0.06805000000000000000
'fpndstyh','HS','jmsrj','RU',0.05293000000000000000
'aboysagcy','KJ','xopj','ZLB',0.82349500000000000000
'uzfvg','CEP','xg','WU',0.03314500000000000000
'a','IZ','fdqky','TT',0.23586000000000000000
'mkcmyapy','OT','opnlpsle','VWI',0.02174500000000000000
'jljhhcpx','FEU','ngbfdjpttr','ZQ',0.16261000000000000000
'b','MK','ev','R',0.03988500000000000000
'fiefetry','CR','v','W',0.67289000000000000000
'hkruppqt','I','unhokv','TUF',0.47909000000000000000
'rxl','DSH','scqphfyhev','F',0.00565000000000000000
'lpnebnl','P','stp','YVH',0.20145000000000000000
'qnyyooe','NCR','rjwivwjvm','SGF',0.00185000000000000000
'en','DI','sfzwqfp','NAP',0.27652000000000000000
'ltcmdnfxlk','M','ubb','OAJ',0.07418500000000000000
'lwikkx','C','zy','ZN',0.49150000000000000000
'ntteondlbq','PP','scinbq','WA',0.10428500000000000000
'aaufwzhlw','JKV','dtzxgdwqh','T',0.23586000000000000000
'esvcnezpi','BX','qvw','FPR',0.07754500000000000000
'hby','FH','nityfzjj','ZTE',0.19797500000000000000
'haqo','G','iddmjzfzm','VX',0.01792000000000000000
'anixfi','MT','bvjb','R',0.02168000000000000000
'pgomgnpipu','L','vqghjzfso','X',0.22637000000000000000
'aahstuvom','GN','otch','RRF',0.32420500000000000000
'szr','R','wz','YUA',0.02605000000000000000
'tczevfryuv','KEM','zcekmc','UJ',0.06426500000000000000
'rfvrl','I','ygxdqkrwnx','OR',0.07966000000000000000
'baql','FU','gnlxsvrmc','UGV',0.25410000000000000000
'aw','OH','q','Z',0.35902000000000000000
'kllhip','B','tjvzmlnz','KOC',0.08397000000000000000
'au','EH','ephx','VA',0.20863000000000000000
'dabjwrjibt','D','xlpa','G',0.12728500000000000000
'eekaqrq','PLE','vljgfxcy','Y',0.34209500000000000000
'oscnibn','MD','sjciux','N',0.03274000000000000000
'ntkbagm','A','utc','RAT',0.22502500000000000000
'amsjxnmb','JB','xwgob','NEF',0.32456000000000000000
'nhovdh','B','zndvxe','S',0.25398000000000000000
'hbwtlyp','QY','rksdtdjfq','Y',0.12739000000000000000
'adupbbrhw','A','ip','NRX',0.20570500000000000000
'f','SPM','wa','SY',0.11466500000000000000
'ifxt','AH','mfiraywd','X',0.15069500000000000000
'iaoqnvby','MV','msdlurgypy','WS',0.09693500000000000000
'hrkknlhoq','II','zhju','M',0.09911000000000000000
'ohnlwl','GMB','qpy','O',0.04330000000000000000
'qeohi','P','ugio','RX',0.03402500000000000000
'bgtnzczsi','FY','c','RG',0.04340000000000000000
'azsjz','DUY','rcpqkn','GN',0.11942000000000000000
'iedzfy','HRS','qbnnkrruk','VIT',0.28943000000000000000
'fdkbfl','NB','uofqxurc','RHX',0.11149000000000000000
'crapg','I','sgtmzxoct','O',0.20930000000000000000
'cwmucjy','DHP','ysx','UR',0.78208500000000000000
'pufo','F','zbhjtdfrcs','Q',0.12985500000000000000
'qhauaoeux','RR','ysed','W',0.08428000000000000000
'kvkyvkv','EDF','qdm','SB',0.15759000000000000000
'dsosvmtsqj','BOY','uvogclosdi','SCL',0.44778000000000000000
'iue','HD','usvso','OF',0.18034000000000000000
'iq','G','ofgrhzae','T',0.17109000000000000000
'b','S','vtwbworbdj','ZFS',0.30914500000000000000
'ofxohzmld','IQ','ymqrdq','XL',0.31791500000000000000
'jinbybjvn','JH','u','VCG',0.44372500000000000000
'dh','GCA','svx','QC',0.32889000000000000000
'eud','G','s','TOK',0.42466000000000000000
'ljifrbt','BZ','wf','U',0.45864500000000000000
'k','LS','smfavozs','WUK',0.29769000000000000000
'cukutazr','EEE','uuxxghgvnz','Y',0.61424000000000000000
'tauj','R','vxqs','V',0.01477000000000000000
'dlrvscj','CR','nbn','SG',0.23688000000000000000
'fu','K','kjcqw','ZXG',0.08874500000000000000
'uesriksur','DM','wweddtfqeq','V',0.03314500000000000000
'n','BV','vrcuxvnfdt','VV',0.37119500000000000000
'hiiipmixo','E','tzq','KK',0.09664500000000000000
'ouzfrz','R','s','SV',0.04737000000000000000
'epuwdlu','FNS','wugohnejhc','O',0.23445000000000000000
'ape','OV','ngic','SK',0.09872000000000000000
'avr','M','uwv','Q',0.30653000000000000000
'knrbpeuagg','J','zszwyencth','QN',0.28185000000000000000
'bu','MWK','ntvwzjhkfd','UIT',0.24886000000000000000
'agbgl','GS','xrzn','RN',0.49225000000000000000
'pepiafxay','PXF','wvxgyr','T',0.10210000000000000000
'dauyx','GCS','uizlfdnvtx','PLJ',0.23769000000000000000
'tibxxbz','BR','wrkia','K',0.00917500000000000000
'e','JQ','hqn','MF',0.03927500000000000000
'oqqcmfzawb','H','r','WZJ',0.10031000000000000000
'nxasjo','GF','pnbbzkgvh','NH',0.03243000000000000000
'kjhcmzr','SD','lmkivb','X',0.02537500000000000000
'hpapfvutsb','FW','xjcgsmpx','LC',0.09739000000000000000
'gbttiuzqha','ANV','nnnedry','Z',0.28039000000000000000
'dwfuvztyt','C','yedpsna','GL',0.11840000000000000000
'mwer','DYL','wqme','OB',0.19646000000000000000
'bpxybsoqq','Q','pxgyz','YB',0.21378000000000000000
'rcjw','GC','wzfd','URN',0.19939000000000000000
'l','CU','xvhgj','R',0.36963000000000000000
'cgvemhk','H','g','NP',0.06159500000000000000
'kamcmrektt','J','kog','ZOG',0.00885000000000000000
'f','JH','hlb','YW',0.08089500000000000000
'it','AY','wicysmy','PBE',0.28812500000000000000
'iebrqz','F','t','OP',0.16954500000000000000
'ljpltvt','JUL','tymta','MF',0.14849500000000000000
'dcykwx','OAJ','ebrinysx','UCG',0.02171500000000000000
'pyie','EIL','zfqltjvvgp','VYC',0.20854000000000000000
'uyvhseim','RD','vnjk','ST',0.00187000000000000000
'g','DXK','qph','X',0.42231000000000000000
'kabnysxzk','F','yvjumpn','OS',0.19172000000000000000
'gwwnemm','DG','mqh','NKR',0.10784500000000000000
'gbovmso','AY','khipruqrce','X',0.09598500000000000000
'oqm','IK','vsjgdgggpx','M',0.05617500000000000000
'rlm','A','rp','O',0.01640000000000000000
'a','C','oebddl','GK',0.10312500000000000000
'ah','BT','d','R',0.15244000000000000000
'aluls','J','mgqm','S',0.26947000000000000000
'bgfkkxpy','I','ugsja','VZ',0.75052500000000000000
'njssbruj','F','oxemvhptdm','X',0.02763000000000000000
'c','A','cruh','T',0.07563500000000000000
'bkfoah','JT','mkjzdq','RTP',0.25879500000000000000
'ey','SFB','yersxek','ZXH',0.24018000000000000000
'sfsjd','QK','wvcyzju','VXQ',0.05120500000000000000
'fscgxb','BO','gsuno','QX',0.03562000000000000000
'cyiokymrjr','M','ubjjwm','ZON',0.48463000000000000000
'adtodtnyu','LN','zkzuo','WTJ',0.66704500000000000000
'w','AWG','zqnjhezb','KB',0.00529000000000000000
'a','FVM','ekof','WN',0.23586000000000000000
'bdmq','MWT','c','XQW',0.04988000000000000000
'ef','DW','q','WUO',0.46579000000000000000
'cilen','QP','tjjyobzwom','ZUI',0.25333000000000000000
'sga','DF','ymklx','FXX',0.02770500000000000000
'gceswahcp','DA','mhtoxtx','VLB',0.21493500000000000000
'nwl','L','x','ZFA',0.30876500000000000000
'jkshzgfdqc','HK','zolnoblnhz','T',0.48052500000000000000
'dqtbhpam','M','vdm','OW',0.11381000000000000000
'ainfeblrin','BFA','qdi','G',0.12477000000000000000
'emvxiaiaid','PFI','roiwljblnk','QKS',0.07931500000000000000
'mbedcovucn','AUB','upn','I',0.07156500000000000000
'sdegvv','CA','yroe','T',0.17446500000000000000
'hpq','A','ylhulffm','HY',0.10032500000000000000
'agxyvafk','FX','bl','O',0.02167500000000000000
'elvpcnnrnp','M','pyvkrbuxqp','N',0.07792500000000000000
'nkyogqavi','EO','wmv','S',0.18438500000000000000
'nqkq','QY','telhdcpljo','XO',0.10202500000000000000
'ngdlw','DM','pbybsqppuc','H',0.00913000000000000000
'quotwxlvnb','PIG','wzfw','VOK',0.11982000000000000000
'kwpm','MJ','oddqttb','Z',0.09205000000000000000
'rzdr','E','zi','ZG',0.20740000000000000000
'iilb','B','vi','U',0.55427000000000000000
'kd','ILY','xbrhzpm','ZK',0.47137500000000000000
'bubtck','ELD','wzik','OA',0.28849000000000000000
'fwtxdmyq','CX','wsvsl','KWE',0.11128500000000000000
'fh','HV','mypktrgic','XH',0.26072500000000000000
'ia','CI','uwwnoyt','H',0.09310000000000000000
'eluakay','JXJ','qwnizrtgz','O',0.15488000000000000000
'hrx','EC','nzwnyn','FK',0.03609500000000000000
'jaqi','GSI','mtd','S',0.08651000000000000000
'pwej','PB','rp','Q',0.00723500000000000000
'lw','O','ux','VRK',0.22373000000000000000
'injk','SE','uou','Z',0.18191500000000000000
'kjgzxu','MB','umxtkr','W',0.34816000000000000000
'eblwdzw','I','j','SIZ',0.06947000000000000000
'hqmuqdacyv','AGZ','sdugplj','EDJ',0.07070000000000000000
'hnx','NWL','leil','Z',0.04285000000000000000
'mayjfuki','F','zo','PB',0.15572000000000000000
'ozqht','J','xq','N',0.11194000000000000000
'rw','L','szhohxb','UED',0.09848000000000000000
'cvzslyzgr','F','kwunvsdw','LI',0.03560000000000000000
'lg','CG','qmvxwhbzj','ZZ',0.27253500000000000000
'lkmzncswj','N','xajw','PZX',0.07965000000000000000
'ooq','DB','vlapiwp','HX',0.05707000000000000000
'vm','QQ','wvh','Y',0.00758500000000000000
'cvk','NHL','gvxidts','WBC',0.08127000000000000000
'ewi','CU','zvylpy','P',0.35812000000000000000
'xfgmvnuw','LN','zqbkbak','UYH',0.00743000000000000000
'mgvnoo','AT','q','X',0.19647500000000000000
'fsoixoct','SMF','qeq','Z',0.07075500000000000000
'hqh','GWL','jtis','U',0.01744500000000000000
'hlivnnsgjz','M','sfn','O',0.07626500000000000000
'fmd','EYE','injrnqrxxj','LXW',0.01756000000000000000
'jdjczxwrwq','RWP','posysn','YQ',0.09845000000000000000
'jqb','CHQ','unubnp','WH',0.53324000000000000000
'an','KUL','tg','MKV',0.30277500000000000000
'lgomy','FHH','veby','X',0.39902000000000000000
'fw','D','vzo','TX',0.64058000000000000000
'dhaolprw','H','nynvgf','MEC',0.06071000000000000000
'awfezza','Q','ucnwzah','UYE',0.30916500000000000000
'jxhbhmmb','F','to','OC',0.16987500000000000000
'kxrab','JTL','ltzdnqp','W',0.06265000000000000000
'tyseh','KO','w','MDV',0.00190000000000000000
